    0.158822433960437770E+00    0.962102049589157104E+03   -0.148014247417449951E+01   -0.445734255129999510E+05   -0.599146350544150419E+01    1
    0.159594615954160690E+00    0.951731342077255249E+03   -0.113290525674819946E+02   -0.440618965823893159E+05   -0.599396350544151169E+01    1
    0.158977644348144515E+00    0.779601114988327026E+03   -0.190487062931060791E+01   -0.410980689545089481E+05   -0.599646350544151474E+01    1
    0.159126409798860557E+00    0.826879340410232544E+03   -0.898282021284103394E+01   -0.401555846582107188E+05   -0.599896350544151957E+01    1
    0.159552769845724085E+00    0.643800121545791626E+03   -0.415745764970779419E+01   -0.400534957950213429E+05   -0.600146350544151552E+01    1
    0.158753523093461968E+00    0.905019599199295044E+03   -0.767197108268737793E+01   -0.396385714239444496E+05   -0.600396350544151858E+01    1
    0.159050718450546247E+00    0.803880202770233154E+03   -0.933638203144073486E+01   -0.394658808404590818E+05   -0.600646350544151630E+01    1
    0.159247434431314450E+00    0.714791756868362427E+03   -0.704731917381286621E+01   -0.391764501988714328E+05   -0.600896350544152469E+01    1
    0.159578962188959117E+00    0.452489739656448364E+03   -0.293111932277679443E+01   -0.386369117060266581E+05   -0.601146350544151886E+01    1
    0.158419489938020686E+00    0.936774379014968872E+03   -0.831033593416213989E+01   -0.386324763085336672E+05   -0.601396350544150859E+01    1
    0.158311474484205239E+00    0.796295934915542603E+03   -0.349880695343017578E+01   -0.370030387556792411E+05   -0.601646350544151520E+01    1
    0.158574735122919086E+00    0.692127895355224609E+03   -0.311253076791763306E+01   -0.369561025517197268E+05   -0.601896350544151559E+01    1
    0.157777775043249135E+00    0.840095067024230957E+03   -0.971174752712249756E+01   -0.346357674613741692E+05   -0.602146350544152753E+01    1
    0.157466044402122474E+00    0.913680344820022583E+03   -0.617619228363037109E+01   -0.343345633107534159E+05   -0.602396350544153325E+01    1
    0.158485935175418841E+00    0.486322587728500366E+03   -0.341625720262527466E+01   -0.342967450438982632E+05   -0.602646350544152298E+01    1
    0.158952709674835213E+00    0.156106823682785034E+03   -0.277563166618347168E+01   -0.341604374138546045E+05   -0.602896350544150561E+01    1
    0.158658111679553987E+00    0.339927405118942261E+03   -0.883561408519744873E+01   -0.335153530478036191E+05   -0.603146350544150955E+01    1
    0.158009009838104231E+00    0.656173312664031982E+03   -0.718824678659439087E+01   -0.334647709887863530E+05   -0.603396350544152682E+01    1
    0.156607085669040663E+00    0.874111860990524292E+03   -0.140927773714065552E+01   -0.334578681170882628E+05   -0.603646350544153165E+01    1
    0.157639264822006214E+00    0.782452410459518433E+03   -0.107205027937889099E+02   -0.333638445772719933E+05   -0.603896350544152227E+01    1
    0.158019309806823716E+00    0.589008492231369019E+03   -0.357518637180328369E+01   -0.333469949557408836E+05   -0.604146350544151556E+01    1
    0.157215656238794327E+00    0.903246068954467773E+03   -0.670604819059371948E+01   -0.331809320322016938E+05   -0.604396350544152039E+01    1
    0.158375921368598932E+00    0.405468255281448364E+03   -0.119972974061965942E+02   -0.328021762626292184E+05   -0.604646350544152966E+01    1
    0.158268698793649659E+00    0.451018869876861572E+03   -0.698613774776458740E+01   -0.326810991482184909E+05   -0.604896350544152206E+01    1
    0.157673097634315473E+00    0.641960662603378296E+03   -0.460561746358871460E+01   -0.322159146791006424E+05   -0.605146350544152156E+01    1
    0.156599755889177322E+00    0.982768362760543823E+03   -0.510186272859573364E+01   -0.319095326060462030E+05   -0.605396350544152995E+01    1
    0.157264096415042853E+00    0.779847288131713867E+03   -0.823424762487411499E+01   -0.318839915727384068E+05   -0.605646350544151790E+01    1
    0.157699677717685699E+00    0.612055212259292603E+03   -0.812506270408630371E+01   -0.317856431657658686E+05   -0.605896350544151829E+01    1
    0.157351723200082783E+00    0.726808643341064453E+03   -0.111036416888237000E+02   -0.316461549075741350E+05   -0.606146350544153112E+01    1
    0.157590720254182803E+00    0.609850543737411499E+03   -0.114851814508438110E+02   -0.313587959056552354E+05   -0.606396350544153950E+01    1
    0.156385845124721534E+00    0.929798382520675659E+03   -0.341285830736160278E+01   -0.310501102937160977E+05   -0.606646350544153368E+01    1
    0.157840661025047291E+00    0.439712715148925781E+03   -0.756286418437957764E+01   -0.309692093631854877E+05   -0.606896350544153407E+01    1
    0.157954452812671647E+00    0.364115190505981445E+03   -0.104197182655334473E+02   -0.309341884017529883E+05   -0.607146350544153712E+01    1
    0.156601729387044891E+00    0.797181868553161621E+03   -0.419684326648712158E+01   -0.299316034837031257E+05   -0.607396350544151886E+01    1
    0.156000615358352662E+00    0.997826337814331055E+03   -0.103323252201080322E+02   -0.297001689133813561E+05   -0.607646350544150149E+01    1
    0.156904353106021882E+00    0.698730045557022095E+03   -0.800628626346588135E+01   -0.296539905965138823E+05   -0.607896350544150277E+01    1
