    0.139852527592610548E+00    0.115988494527930968E+03   -0.103992597232461517E+02    0.205306844445692741E+04
    0.139423883468497878E+00    0.226261068481106122E+03   -0.102326613803359177E+02    0.205485960139151257E+04
    0.139425342534848867E+00    0.308990567036974880E+03   -0.726189501712817087E+01    0.205546478003572429E+04
    0.139734989786257147E+00    0.234135114891203955E+03   -0.307374325812935467E+01    0.205554790574475146E+04
    0.139379183250864458E+00    0.408830691925891585E+03   -0.346913180766631335E+01    0.205625157164305210E+04
    0.139655227666919929E+00    0.293904161348127332E+03   -0.515093318649250875E+01    0.205652538563758844E+04
    0.139678713155964418E+00    0.262360177736980972E+03   -0.799216508588014385E+01    0.205688328934040510E+04
    0.139666722534829174E+00    0.268007830880503434E+03   -0.111743067410656991E+02    0.205689460562309023E+04
    0.139463637201536678E+00    0.280404396724009416E+03   -0.116966345520205763E+02    0.205692535499362066E+04
    0.139753909444668700E+00    0.178360439988695475E+03   -0.102327819036178003E+02    0.205703477899509289E+04
    0.139453743052358886E+00    0.230938837563808136E+03   -0.616040791442872937E+01    0.205711169649969315E+04
    0.139491968768736041E+00    0.201175239309164340E+03   -0.101820162862864194E+02    0.205738172511981793E+04
    0.139734620910882956E+00    0.192801159620285034E+03   -0.112819204330444336E+02    0.205745997223213044E+04
    0.139517167479904641E+00    0.163497168075733669E+03   -0.990218825075728937E+01    0.205756158343076777E+04
    0.139488284910316757E+00    0.217353973122768480E+03   -0.800326088046109163E+01    0.205770845282652408E+04
    0.139281201011239364E+00    0.272618722908544555E+03   -0.233369525267781874E+01    0.205771664503406100E+04
    0.139514920922401031E+00    0.164581612226485106E+03   -0.690811838867412575E+01    0.205781593588190435E+04
    0.139732129114201964E+00    0.173939411058274032E+03   -0.230717691038475436E+01    0.205781831251067933E+04
    0.139759081636874422E+00    0.115171541763480633E+03   -0.819221608342039431E+01    0.205787800126042748E+04
    0.139647856168061468E+00    0.260930846277904493E+03   -0.789733063795957335E+01    0.205790127101380949E+04
    0.139334381743129426E+00    0.342178139605942192E+03   -0.363367273914913547E+01    0.205790748119729096E+04
    0.139760104582190792E+00    0.124377522801992797E+03   -0.570373723857316595E+01    0.205803878860700388E+04
    0.139742804669414245E+00    0.149823976308761956E+03   -0.834664008856022654E+01    0.205804211426380607E+04
    0.139586872107406779E+00    0.313254763937726807E+03   -0.422334206559578273E+01    0.205804228225448242E+04
    0.139755538373171728E+00    0.113999839558761010E+03   -0.712626512119586675E+01    0.205805476894171625E+04
    0.139537895349984536E+00    0.153727912553801474E+03   -0.888948700913013212E+01    0.205812430516481618E+04
    0.139483475500516096E+00    0.214161843403467344E+03   -0.596315285348039659E+01    0.205813082761697888E+04
    0.139187672468721574E+00    0.309663526414931994E+03   -0.168500539166730690E+01    0.205813168831700614E+04
    0.139517866287186182E+00    0.290503239294694140E+03   -0.669228127733311151E+01    0.205813434621521628E+04
    0.139505755480534732E+00    0.259401112928704833E+03   -0.103749617072416118E+02    0.205822625721386430E+04
    0.139510495589793920E+00    0.209987623096781164E+03   -0.104829506066842910E+02    0.205826342260104138E+04
    0.139420010191232402E+00    0.382521267637857534E+03   -0.320863079977870669E+01    0.205835029177204069E+04
    0.139517120946551332E+00    0.270658062951469560E+03   -0.742485327917119697E+01    0.205838821981525780E+04
    0.139722740630076475E+00    0.193434246938436445E+03   -0.527078478167574715E+01    0.205840933554203593E+04
    0.139482727002692930E+00    0.361709811120474114E+03   -0.246586528644022707E+01    0.205842601607064898E+04
    0.139452868084927739E+00    0.271886496120415813E+03   -0.516478818545596674E+01    0.205843766826513547E+04
    0.139476153883501736E+00    0.217488473400307186E+03   -0.543964141027666681E+01    0.205848321389480725E+04
    0.139671258713535029E+00    0.230577592264157857E+03   -0.972883019920734071E+01    0.205848399868355864E+04
    0.139575912616428877E+00    0.274701841560425407E+03   -0.785026570259631029E+01    0.205850226419081810E+04
    0.139709182859569264E+00    0.181650121218438983E+03   -0.899127636027715837E+01    0.205857887696712214E+04
    0.139712667894295234E+00    0.182617330202400865E+03   -0.704529189833362857E+01    0.205859577052170789E+04
    0.139483645339805701E+00    0.360441104450188448E+03   -0.281009201711929357E+01    0.205861204618506963E+04
    0.139449642400691576E+00    0.347591771066608089E+03   -0.395919660085582059E+01    0.205865568244615542E+04
    0.139523273849172014E+00    0.244943816806911855E+03   -0.854950444919245456E+01    0.205867774650016054E+04
    0.139739316650745848E+00    0.126997268645104342E+03   -0.616081828964691969E+01    0.205868202167601976E+04
    0.139612459086833923E+00    0.257230131696430249E+03   -0.116610284651576066E+02    0.205868555357950618E+04
    0.139580780067667692E+00    0.108618082003409299E+03   -0.101282977058709349E+02    0.205869070854590882E+04
    0.139722754341275540E+00    0.140538247323090332E+03   -0.901358606453090516E+01    0.205872447828361464E+04
    0.139589312731147913E+00    0.261768792078648858E+03   -0.105828124552434932E+02    0.205879331570574868E+04
    0.139420496931948107E+00    0.330245629535637363E+03   -0.412894549087583762E+01    0.205879814829875932E+04
    0.139600120210947143E+00    0.257321781839580296E+03   -0.874944925514729910E+01    0.205883364536515774E+04
    0.139362280697175739E+00    0.336503521453092958E+03   -0.361011879865615803E+01    0.205885333355814146E+04
    0.139719225413566794E+00    0.114182652849208068E+03   -0.101614726927007126E+02    0.205887345476189557E+04
    0.139684318411028130E+00    0.199965996266852187E+03   -0.852152724344041701E+01    0.205887463755434874E+04
    0.139313274422363492E+00    0.285913117946856005E+03   -0.272125395784423674E+01    0.205891950753745778E+04
    0.139585694154363837E+00    0.122499718897995947E+03   -0.104302998689618942E+02    0.205892198101518534E+04
    0.139567463022163885E+00    0.266130055823016733E+03   -0.692106832740167999E+01    0.205893302342277048E+04
    0.139710486447620186E+00    0.155437537747747768E+03   -0.856357531002639405E+01    0.205894345826850349E+04
    0.139729342650587729E+00    0.151877447635288519E+03   -0.528139888271452840E+01    0.205895598162790156E+04
    0.139631050642347709E+00    0.242928827471844642E+03   -0.876688122963613914E+01    0.205895620215481722E+04
    0.139663009758146717E+00    0.221492826062445317E+03   -0.833897555965548776E+01    0.205896492621725611E+04
    0.139495844690361720E+00    0.275386070628074776E+03   -0.559312673483200395E+01    0.205897351825269061E+04
    0.139514713402411339E+00    0.332443831902211969E+03   -0.386367413524641812E+01    0.205897951934269577E+04
    0.139356845281228964E+00    0.397123545265162704E+03   -0.273112706764661439E+01    0.205898572448078585E+04
    0.139310351893226492E+00    0.311628482643220536E+03   -0.291209829791435304E+01    0.205902025828214255E+04
    0.139668026837164672E+00    0.214560877268088205E+03   -0.994881722182648609E+01    0.205902168687845915E+04
    0.139583455773055615E+00    0.130602570501183635E+03   -0.104880821691842652E+02    0.205903005116395616E+04
    0.139580184461665480E+00    0.131240296740574109E+03   -0.813262979459615387E+01    0.205903709384719014E+04
    0.139536362091915667E+00    0.236349005239695401E+03   -0.845115441147406621E+01    0.205905113770906246E+04
    0.139563748055438891E+00    0.275852193450867219E+03   -0.596196706748463079E+01    0.205905671322757189E+04
    0.139682594225582324E+00    0.228388683506167894E+03   -0.399256457941383047E+01    0.205906381995627908E+04
    0.139550429353666156E+00    0.253115940058458023E+03   -0.740361749567260841E+01    0.205907317124312294E+04
    0.139542323412082364E+00    0.232506773047897866E+03   -0.112427453741881536E+02    0.205908455200321760E+04
    0.139546233665246155E+00    0.245084672462446889E+03   -0.843984044360976426E+01    0.205908770247405937E+04
    0.139704818873810338E+00    0.195551858461979919E+03   -0.381250765592571916E+01    0.205911059063291850E+04
    0.139552486268569642E+00    0.243798501305123267E+03   -0.115952022344929766E+02    0.205912688624264456E+04
    0.139478374633727809E+00    0.284547579458482232E+03   -0.503330273778167747E+01    0.205914170992289837E+04
    0.139501476874867164E+00    0.252929985095876731E+03   -0.571731225311746716E+01    0.205914731516854135E+04
    0.139719839817223634E+00    0.106916491089072707E+03   -0.698520245260503447E+01    0.205915409048946549E+04
    0.139437425604693160E+00    0.236768793130345983E+03   -0.409900423691491333E+01    0.205917265947577789E+04
    0.139419687992789504E+00    0.189364248340464144E+03   -0.257257368857244728E+01    0.205922937295154134E+04
    0.139560539199530959E+00    0.181286185442106159E+03   -0.804565120168690484E+01    0.205923089964967994E+04
    0.139615876176983067E+00    0.102932054417715904E+03   -0.104451651852817200E+02    0.205923336489202893E+04
    0.139681408763207116E+00    0.181329330212050451E+03   -0.101103968429354882E+02    0.205924416271432528E+04
    0.139485009159152573E+00    0.351154826098920580E+03   -0.244338951023902595E+01    0.205924487518304340E+04
    0.139489219148571680E+00    0.305709551050242396E+03   -0.463660274020633256E+01    0.205924920522725779E+04
    0.139672397007299470E+00    0.192147974342210887E+03   -0.100394174563626883E+02    0.205925909335874712E+04
    0.139568483197275467E+00    0.166837464333582460E+03   -0.947469464668694883E+01    0.205926084183030389E+04
    0.139592699990261415E+00    0.244924550411047136E+03   -0.840488590127488600E+01    0.205927163934778127E+04
    0.139617778920448465E+00    0.257414514557462496E+03   -0.562039860490030385E+01    0.205928159542940466E+04
    0.139611843087850046E+00    0.109174986629311462E+03   -0.102849310826383071E+02    0.205929321564961538E+04
    0.139482893497317462E+00    0.303368416213301884E+03   -0.465895490700179415E+01    0.205930222718397908E+04
    0.139642268687858229E+00    0.222088091155949684E+03   -0.114273443583985852E+02    0.205930723303761079E+04
