    0.139344101918056740E+00    0.288130533930059869E+03   -0.147115596486327327E+01    0.206871916463717344E+04
    0.139086988193939221E+00    0.498546981458827929E+03   -0.896155926948621229E+01    0.206906400945407404E+04
    0.139263208178764308E+00    0.250261666405910574E+03   -0.228141998512566246E+01    0.207096701524543550E+04
    0.139044205649959868E+00    0.285255768595251538E+03   -0.109250866167474623E+02    0.207107433105205382E+04
    0.139290358612784521E+00    0.304800753207685943E+03   -0.827743198813373837E+01    0.207163201759396088E+04
    0.139243007890828413E+00    0.392974162475902119E+03   -0.256915359236421459E+01    0.207170866876251557E+04
    0.139188264334028922E+00    0.429276386729329545E+03   -0.429299385530366884E+01    0.207184042803313423E+04
    0.139235792612123266E+00    0.261999512154777563E+03   -0.105097929666919701E+02    0.207193876013265481E+04
    0.138872627876474558E+00    0.507529610659000127E+03   -0.524454735178146958E+01    0.207225225102989998E+04
    0.138897255206813869E+00    0.511857374618012841E+03   -0.433143972804515975E+01    0.207230210336484106E+04
    0.139000212891589980E+00    0.499785254668980485E+03   -0.543518612652242439E+01    0.207232878338249293E+04
    0.139062454195840512E+00    0.483321692448417593E+03   -0.472226535471416486E+01    0.207238812087064525E+04
    0.138844396914685198E+00    0.471397534782930734E+03   -0.787759594284285836E+01    0.207241606234410301E+04
    0.139028699789480154E+00    0.308308408596736967E+03   -0.330009900426409786E+01    0.207242594419910120E+04
    0.138852251197274040E+00    0.462989660465995428E+03   -0.110573243354722806E+01    0.207249795661694952E+04
    0.139117323051003244E+00    0.456308976188653560E+03   -0.230709449578466064E+01    0.207259904550389683E+04
    0.138881007035190407E+00    0.415128251140558632E+03   -0.330952624682606356E+01    0.207262744658479915E+04
    0.139190099978565796E+00    0.265308969347729999E+03   -0.256876633173030378E+01    0.207263989042812636E+04
    0.138981072045123000E+00    0.337655488580762608E+03   -0.338308855306983780E+01    0.207265149232607473E+04
    0.139238778994405621E+00    0.282583730379293399E+03   -0.109038603815825574E+02    0.207269638944535245E+04
    0.138880154754708135E+00    0.423022141313036059E+03   -0.255884330563361750E+01    0.207273968014879802E+04
    0.138982926639519833E+00    0.338296146938593552E+03   -0.912279997658938235E+01    0.207275933776453212E+04
    0.139083216838341406E+00    0.294726427190087122E+03   -0.189506155601573667E+01    0.207279925057724131E+04
    0.139161891061740040E+00    0.273627990572028239E+03   -0.820738730813065054E+01    0.207280069295435760E+04
    0.138876231221645274E+00    0.428555104925816693E+03   -0.422058011050974535E+01    0.207289646457337221E+04
    0.139238845600428235E+00    0.290456502526051850E+03   -0.784412090145703811E+01    0.207296680402376796E+04
    0.138860358395573230E+00    0.457147241288099622E+03   -0.115100085174333167E+02    0.207297757845778779E+04
    0.139141696365290918E+00    0.277150599846842852E+03   -0.439881462749563568E+01    0.207301407914765014E+04
    0.139135100782435517E+00    0.281052280193187244E+03   -0.663474514283165284E+01    0.207305340909849519E+04
    0.138918611974976292E+00    0.392416102871443400E+03   -0.475328960707297909E+01    0.207308635982177930E+04
    0.139074447890346231E+00    0.296134800734367047E+03   -0.874381991391117985E+01    0.207314727866175826E+04
    0.138873022518109845E+00    0.485865681630565177E+03   -0.119094786042299514E+02    0.207318635984906859E+04
    0.139245879478700318E+00    0.303039216154661972E+03   -0.667205627402684343E+01    0.207324146026387007E+04
    0.139081319330643716E+00    0.295140848368213142E+03   -0.453758388667520585E+01    0.207329884492097835E+04
    0.139015233211966294E+00    0.325704280413534718E+03   -0.804241022708048092E+01    0.207330763857962029E+04
    0.138869960556043920E+00    0.475837974463440787E+03   -0.103342239583490247E+02    0.207331957533948162E+04
    0.139163988915626646E+00    0.281625446830441490E+03   -0.252886982883673817E+01    0.207332460664318432E+04
    0.138913819001659833E+00    0.400175421015534027E+03   -0.101600802667913985E+02    0.207333169390384865E+04
    0.139241574638632931E+00    0.300914061929562934E+03   -0.858835724696148972E+01    0.207333375714482008E+04
    0.139188488551635098E+00    0.409864717047186957E+03   -0.969707827297604652E+01    0.207337965296037873E+04
    0.138903885986460890E+00    0.410952868686679608E+03   -0.537643478504408456E+01    0.207338555433400234E+04
    0.138887571020290007E+00    0.486408243283389311E+03   -0.555094734381586719E+01    0.207348119101382872E+04
    0.138893312313969480E+00    0.488595997456832208E+03   -0.418935546974367323E+01    0.207352647354753890E+04
    0.139182938114507826E+00    0.413655529744778448E+03   -0.778177377899506517E+01    0.207353104005830710E+04
    0.139119606589060724E+00    0.294459237090097758E+03   -0.711638662273678335E+01    0.207353829490382532E+04
    0.138877121397852160E+00    0.459416569688831714E+03   -0.198793382119721151E+01    0.207359453790052976E+04
    0.139201129967883752E+00    0.292875082424815446E+03   -0.374405798700317938E+01    0.207366775124861761E+04
    0.139164256662466151E+00    0.423969681524813325E+03   -0.601195692465116860E+01    0.207367247515550253E+04
    0.138886843035899904E+00    0.436687547883778450E+03   -0.511420883766561296E+01    0.207367258227932416E+04
    0.139224789405260424E+00    0.367170598743949483E+03   -0.615276002019756785E+01    0.207368515923638324E+04
    0.139040597784003683E+00    0.321145417378437173E+03   -0.295131813223290607E+01    0.207370499067936362E+04
    0.138974524198810345E+00    0.357230002441882505E+03   -0.403048651403928293E+01    0.207372070892518786E+04
    0.139132455543902411E+00    0.437398994209513376E+03   -0.113261618782098612E+02    0.207372935297166532E+04
    0.138888672374941263E+00    0.435130276272847937E+03   -0.102944152682694092E+02    0.207373396195300165E+04
    0.138903386869861201E+00    0.485755109511806211E+03   -0.384577964247740667E+01    0.207375127020605669E+04
    0.139141812884627375E+00    0.294294790992947014E+03   -0.528040090316002964E+01    0.207379500049741227E+04
    0.139191488213127545E+00    0.402057482758873846E+03   -0.599584162172815471E+01    0.207379621398593326E+04
    0.139047212954398286E+00    0.319100963957621275E+03   -0.115069548856316519E+02    0.207384447403677495E+04
    0.139235235384532946E+00    0.336574318246337498E+03   -0.202809545199241725E+01    0.207384832269707294E+04
    0.138991229113713033E+00    0.349626439732497317E+03   -0.113388281323651743E+02    0.207384847367402836E+04
    0.138929098145146007E+00    0.489931396177984823E+03   -0.104479108210745562E+02    0.207385141704706348E+04
    0.139103187447570886E+00    0.297023248300873320E+03   -0.314520869018158322E+01    0.207385304382234108E+04
    0.139180439757941032E+00    0.293998069570408063E+03   -0.642878881529299306E+01    0.207385602496110550E+04
    0.139076032005111538E+00    0.305346545232245148E+03   -0.779113917921482457E+01    0.207385643714885782E+04
    0.139211737262014773E+00    0.378766588265361236E+03   -0.101292483641435318E+02    0.207388371238143009E+04
    0.139098859751515813E+00    0.301963797984231633E+03   -0.557952216077666741E+01    0.207392513701024109E+04
    0.139076551675417687E+00    0.308082415403548282E+03   -0.284019370901000379E+01    0.207396279631838115E+04
    0.138888768748691382E+00    0.465766952896560781E+03   -0.428784242850007313E+01    0.207397536564723396E+04
    0.139209153527642709E+00    0.297467187040694284E+03   -0.340983190026843985E+01    0.207398706444143909E+04
    0.139018247488821578E+00    0.475543230354913419E+03   -0.265150092317171371E+01    0.207400007931145456E+04
    0.139101999214223809E+00    0.303034621505412645E+03   -0.950909582301364686E+01    0.207401778341756517E+04
