    0.138955798777018524E+00    0.323370065883996403E+03   -0.474849960980973407E+01   -0.782795092285398475E+01    0.206987029473879193E+04
    0.139147390340400245E+00    0.237601994866535648E+03   -0.653812759487034878E+01   -0.118241798296074609E+02    0.207002303851832858E+04
    0.139268363398313499E+00    0.335181236267089844E+03   -0.512732100486755371E+01   -0.113894537687301636E+02    0.207033101210658424E+04
    0.138802754589252342E+00    0.473060462590031477E+03   -0.944990099359564617E+01   -0.102238517875408235E+02    0.207043248455085040E+04
    0.139002731951423736E+00    0.308379359196308485E+03   -0.421871507691915504E+01   -0.974696244208553964E+01    0.207074031236004112E+04
    0.139218151425528625E+00    0.312473068444276350E+03   -0.417897159812063013E+01   -0.995037592376930036E+01    0.207078329996478487E+04
    0.139045553377557252E+00    0.416336275299893032E+03   -0.307717126899452431E+01   -0.104421624533706545E+02    0.207100034022083128E+04
    0.138807948626335720E+00    0.508827321754911736E+03   -0.651319075743732068E+01   -0.103047034822928563E+02    0.207100635651132689E+04
    0.138837244329595544E+00    0.522015959527489031E+03   -0.862303934944953454E+01   -0.848510163999935507E+01    0.207103024525558476E+04
    0.138672980587229239E+00    0.519432413014049416E+03   -0.481587488944584319E+01   -0.444446332609142214E+01    0.207114795664907388E+04
    0.139085090260093025E+00    0.272986376283428967E+03   -0.718312692076963355E+01   -0.118256883087503315E+02    0.207117834287765800E+04
    0.139164824641389073E+00    0.249774740473562815E+03   -0.100480173579625376E+02   -0.721176021323346106E+01    0.207128137330458640E+04
    0.139190718819073328E+00    0.392783620727586822E+03   -0.462934526736613261E+01   -0.113414518538757676E+02    0.207136581924281654E+04
    0.138966853378597488E+00    0.334373027871271916E+03   -0.815693980973417077E+01   -0.732200723251082852E+01    0.207164240233599094E+04
    0.139206023427918879E+00    0.250893565709609618E+03   -0.113373434230690862E+02   -0.101705920462921622E+02    0.207164574280971465E+04
    0.138924617717595733E+00    0.349280252314237146E+03   -0.100941444371690174E+02   -0.550294733007273074E+01    0.207169164836891377E+04
    0.139175780510845226E+00    0.283589469484120173E+03   -0.617881615346358615E+01   -0.561086428112086377E+01    0.207172451043205092E+04
    0.138754917035261355E+00    0.541766338856706852E+03   -0.876350194303311980E+01   -0.507821556490411741E+01    0.207173289629359897E+04
    0.139076090771631494E+00    0.340789922898486964E+03   -0.925048126356247202E+01   -0.419887804550032762E+01    0.207188977705955404E+04
    0.138934670925444870E+00    0.391088036309875406E+03   -0.892231998356220757E+01   -0.371702323527050460E+01    0.207197673440342169E+04
    0.139183712655135489E+00    0.298289517323224004E+03   -0.441920171527395933E+01   -0.108316917467151299E+02    0.207201677178951832E+04
    0.138761733709526186E+00    0.488545684372700691E+03   -0.599658738875524833E+01   -0.583126560148582840E+01    0.207201795366895658E+04
    0.139253151517680335E+00    0.317732916163058519E+03   -0.570107242204866527E+01   -0.847582057161647207E+01    0.207202056700237108E+04
    0.139254710301765283E+00    0.328377507184487285E+03   -0.580051297945618138E+01   -0.949867633875277662E+01    0.207207953299734982E+04
    0.138930821617208600E+00    0.514037070113360301E+03   -0.103818641812357129E+02   -0.102591646838174366E+02    0.207215862202126118E+04
    0.138830829522475441E+00    0.459573491718745572E+03   -0.938544504494980458E+01   -0.765011648088564300E+01    0.207217430033722530E+04
    0.139243506115062810E+00    0.381744411068350473E+03   -0.771352804738265085E+01   -0.989001467218680652E+01    0.207221097651054970E+04
    0.138831957082796553E+00    0.526062278526200089E+03   -0.105633708844791734E+02   -0.631971499720150742E+01    0.207228161163767118E+04
    0.139100099465346155E+00    0.466100833108434244E+03   -0.682234388486003596E+01   -0.796353621362248099E+01    0.207228406910117701E+04
    0.139145212310891636E+00    0.445029998429758052E+03   -0.732627077446285835E+01   -0.103589112136783186E+02    0.207229988700236572E+04
    0.138797223624275962E+00    0.503978253733171073E+03   -0.427798458788300540E+01   -0.768156517780940984E+01    0.207233501979662560E+04
    0.139139780182676615E+00    0.268721475523316144E+03   -0.111107187602401485E+02   -0.106620044999646399E+02    0.207240887255481039E+04
    0.139113563857544115E+00    0.276108997793238814E+03   -0.731528991438742171E+01   -0.758796335716450709E+01    0.207242283216393434E+04
    0.138934004815019135E+00    0.368843846959126779E+03   -0.387317753587532465E+01   -0.103932241149876461E+02    0.207242896085803613E+04
    0.138813530584529582E+00    0.503889081250267907E+03   -0.923387704488595418E+01   -0.684974350275682298E+01    0.207243912123736709E+04
    0.139169708192876995E+00    0.274992094644189933E+03   -0.631819746060862197E+01   -0.115942495091271347E+02    0.207247767397391772E+04
    0.138998342234453037E+00    0.501340124202593870E+03   -0.653667954898486148E+01   -0.764265130318498453E+01    0.207249847003041214E+04
    0.139220904564677617E+00    0.392175258884486254E+03   -0.660192525394066365E+01   -0.827483583482619167E+01    0.207251517139658426E+04
    0.138967228933392195E+00    0.512250188246871403E+03   -0.110000571118456243E+02   -0.672169050432853510E+01    0.207253138285104160E+04
    0.138862761103101640E+00    0.498589670085015200E+03   -0.100661602998475583E+02   -0.118987299342192880E+02    0.207255420610213105E+04
    0.138744136984646854E+00    0.513617439777857953E+03   -0.685332050831515716E+01   -0.436205649686025154E+01    0.207265730118693318E+04
    0.139254178836060005E+00    0.335042120185708086E+03   -0.685558424271173816E+01   -0.102512957867788206E+02    0.207277035635344600E+04
    0.138887207765778065E+00    0.399147702979121334E+03   -0.328657212794354159E+01   -0.562426609946272382E+01    0.207282370549744837E+04
    0.139243116125940147E+00    0.347473155889540521E+03   -0.651266115431918635E+01   -0.865142785908611600E+01    0.207290411821725775E+04
    0.138883565005823634E+00    0.410739737010204408E+03   -0.497605002399303409E+01   -0.117346129284962970E+02    0.207291069897463694E+04
    0.139047013502194783E+00    0.306314758788359768E+03   -0.699649034944725390E+01   -0.853743737759846510E+01    0.207294009062548548E+04
    0.138959138093012191E+00    0.354332156811715777E+03   -0.713546732223201374E+01   -0.694154147548131739E+01    0.207294836561430884E+04
    0.138895643905672495E+00    0.411427138522645691E+03   -0.111739591746523637E+02   -0.112811257328717787E+02    0.207299941546166019E+04
    0.139076068288570387E+00    0.295808377586095844E+03   -0.747030778903746828E+01   -0.679541769177750687E+01    0.207301906934459294E+04
    0.139052315403468241E+00    0.477891016351897576E+03   -0.967103232685839487E+01   -0.992438864769800055E+01    0.207302453657884416E+04
    0.139079081823873102E+00    0.302292060928595561E+03   -0.573976931807973223E+01   -0.987686687087055049E+01    0.207303586272534722E+04
    0.139024538202745573E+00    0.365353856336294029E+03   -0.332219999995086468E+01   -0.735557942846046853E+01    0.207304497122467683E+04
    0.139247182014790444E+00    0.321258616251950741E+03   -0.676065854207317329E+01   -0.113485770746748660E+02    0.207308695829426324E+04
    0.139121517972903480E+00    0.451861225065586041E+03   -0.117829172634602468E+02   -0.105430598027791280E+02    0.207314622960089400E+04
    0.138909423190985370E+00    0.500505618283179956E+03   -0.967349240377420827E+01   -0.929334920862916292E+01    0.207315222234969679E+04
    0.139218885731642622E+00    0.384750045916456770E+03   -0.119990358210942798E+02   -0.734790861951733376E+01    0.207320264759699739E+04
    0.138939683866387526E+00    0.375640053822613993E+03   -0.436451574772349193E+01   -0.996390005513597288E+01    0.207327054718790714E+04
    0.138850784930674431E+00    0.512716175070202667E+03   -0.100547500820713562E+02   -0.652888096727627509E+01    0.207328427906244769E+04
    0.138861714212113102E+00    0.458918488152260636E+03   -0.726216139654931059E+01   -0.819615128002327964E+01    0.207329585016038391E+04
    0.139008894929935595E+00    0.485871018065141584E+03   -0.118047095899190513E+02   -0.101968446802941699E+02    0.207332636978653863E+04
    0.139020110780927464E+00    0.485126963537489360E+03   -0.972577453327441077E+01   -0.761510212679618803E+01    0.207335314296695469E+04
    0.139226709013455185E+00    0.303862980529525998E+03   -0.664483364891130712E+01   -0.116634103384084469E+02    0.207336741013726169E+04
    0.139233742468654387E+00    0.345143345202954606E+03   -0.100044906008979950E+02   -0.721659801267727463E+01    0.207340550405992326E+04
    0.138784023977755938E+00    0.513916116413894770E+03   -0.899934232051801963E+01   -0.469195329736466960E+01    0.207341950021951016E+04
    0.139160654461553485E+00    0.308337445869341423E+03   -0.583467331545571088E+01   -0.630727397955010449E+01    0.207343899769664949E+04
    0.138875054136404413E+00    0.445524768758123173E+03   -0.749625823087236576E+01   -0.106062478801110771E+02    0.207344934068710290E+04
    0.138927128297020919E+00    0.390523768060330838E+03   -0.959690036880099129E+01   -0.990478045742686142E+01    0.207345234856309617E+04
    0.138949329205239142E+00    0.405479024382385262E+03   -0.956536868954977137E+01   -0.405142789256366775E+01    0.207345887612907472E+04
    0.138876629977695898E+00    0.440152964339296204E+03   -0.638038280746646347E+01   -0.930859074502308026E+01    0.207351452111562594E+04
    0.139067979567652461E+00    0.466932949449748719E+03   -0.106019557967999241E+02   -0.101326502739355462E+02    0.207352427165703011E+04
    0.138910178213861174E+00    0.388799095313250632E+03   -0.900397135125236403E+01   -0.639495286911252414E+01    0.207352864695886365E+04
    0.139076619453167238E+00    0.427425839789978113E+03   -0.454719275993397254E+01   -0.624243941724823159E+01    0.207354922676138858E+04
    0.139147222824675953E+00    0.290830914228018969E+03   -0.696927334827681744E+01   -0.881741766158325824E+01    0.207355218458573881E+04
    0.138991694021432438E+00    0.341256565729670285E+03   -0.801793938414808594E+01   -0.656886454526797881E+01    0.207356698477458440E+04
    0.138882921611827442E+00    0.444071838540309898E+03   -0.931216908022070200E+01   -0.113698979288238888E+02    0.207357005369166518E+04
    0.139225016264723916E+00    0.367442342797696881E+03   -0.747171835426992903E+01   -0.108587716459223955E+02    0.207357205568439122E+04
    0.139214343887291508E+00    0.300940371321757482E+03   -0.739218615214642139E+01   -0.742504120268543311E+01    0.207357584877669206E+04
    0.138982227092722843E+00    0.491936626576896288E+03   -0.751459146307900738E+01   -0.851371069291224813E+01    0.207358582113833518E+04
    0.139176686174884351E+00    0.362464543453459385E+03   -0.963232313289653064E+01   -0.560046283441764547E+01    0.207360056132260615E+04
    0.138881519457350139E+00    0.477800583727771766E+03   -0.105911371417246851E+02   -0.962577264652664688E+01    0.207361518312760927E+04
    0.138862262078747023E+00    0.444477071197581381E+03   -0.569112149512838439E+01   -0.728906909516773993E+01    0.207363169944186711E+04
    0.138939459562101603E+00    0.383476194108874097E+03   -0.552754142143405414E+01   -0.923953350975630272E+01    0.207364256683786289E+04
    0.138915277016617045E+00    0.377877187063066515E+03   -0.710726387421400307E+01   -0.513867832624583887E+01    0.207364916855487081E+04
    0.138885246046514255E+00    0.443302845737525729E+03   -0.962911024179484798E+01   -0.982696739886161907E+01    0.207366431375009961E+04
    0.139222023344999557E+00    0.324912676860173065E+03   -0.626256247598409477E+01   -0.112125914693324802E+02    0.207366955421415059E+04
    0.138870957993359356E+00    0.423231387543295398E+03   -0.400554156497335789E+01   -0.610485558051886201E+01    0.207366975483660462E+04
    0.139208668999668828E+00    0.379104867258815602E+03   -0.721492910816112776E+01   -0.750244807384511514E+01    0.207367825059518282E+04
    0.139099269724240138E+00    0.428518499410869595E+03   -0.666084154414476970E+01   -0.542526866595255353E+01    0.207368334528410196E+04
    0.138911486525320010E+00    0.493152185648716909E+03   -0.110434193775314728E+02   -0.877019206902818560E+01    0.207368759823080154E+04
    0.139025682416713869E+00    0.464212888935227340E+03   -0.465116743096876117E+01   -0.119389706628637242E+02    0.207369183564874902E+04
