    0.138605552883518585E+00    0.258801790749366091E+03   -0.715336738008661932E+01   -0.469282976584090505E+01    0.207266684503778561E+04
    0.138915560940013338E+00    0.142076701555349729E+03   -0.218809863929987536E+01   -0.575238044158149897E+01    0.207423680587254739E+04
    0.139419267010026549E+00    0.118793270311338418E+03   -0.925858484842457585E+01   -0.639107941458396311E+01    0.207462740088047849E+04
    0.138875058246593241E+00    0.160036991186878595E+03   -0.388907135562990369E+01   -0.423612397207762115E+01    0.207483721484531634E+04
    0.139327846220034524E+00    0.135402649734919351E+03   -0.870524822007071997E+01   -0.551954862737856988E+01    0.207651471800692480E+04
    0.138707004866942568E+00    0.246051537197803640E+03   -0.171602904572110226E+01   -0.896744657982745963E+01    0.207653259167250735E+04
    0.138713746514282615E+00    0.240360095383150622E+03   -0.172430110603397679E+01   -0.338595318006752066E+01    0.207686838400922397E+04
    0.138809111368535687E+00    0.220023040480995974E+03   -0.697513481230202359E+01   -0.322176665599073608E+01    0.207700419856805456E+04
    0.138816757229400900E+00    0.197512774527574408E+03   -0.395447069691864783E+01   -0.175926603642921364E+01    0.207713999613005626E+04
    0.139430909134945019E+00    0.103537703515263686E+03   -0.103271049375057160E+02   -0.844900144728362079E+01    0.207716645104564623E+04
    0.138802815327623147E+00    0.215449612380103929E+03   -0.825204338517125180E+01   -0.303449520923128091E+01    0.207719945645254938E+04
    0.139404314160998549E+00    0.106562360146396728E+03   -0.401227929744402356E+01   -0.111244381796559750E+02    0.207732742010142010E+04
    0.139130169864248893E+00    0.177381400448843010E+03   -0.177186888811970888E+01   -0.958558456780766477E+01    0.207744512817643044E+04
    0.139389308184864114E+00    0.109621411987354492E+03   -0.265820232261603095E+01   -0.232304041931264926E+01    0.207745425336020526E+04
    0.138810489440505030E+00    0.213384743548511324E+03   -0.332338902587804164E+01   -0.676936590550151429E+01    0.207750900778378673E+04
    0.139103316730278120E+00    0.103904558829015144E+03   -0.426263672679835981E+01   -0.112551288708219523E+02    0.207758919541488740E+04
    0.138837104160054459E+00    0.210394763657914666E+03   -0.763091749953178766E+01   -0.614522579017644688E+01    0.207763958366990801E+04
    0.138843403351422617E+00    0.203349880123214973E+03   -0.456604025660087309E+01   -0.965061587693320533E+01    0.207768427367801223E+04
    0.139031107684471772E+00    0.125055686265724574E+03   -0.106196452511180333E+02   -0.686405327333075821E+01    0.207778143799663167E+04
    0.138848793594555042E+00    0.200168337191115313E+03   -0.112375814131713092E+02   -0.134538436855578603E+01    0.207778216676753937E+04
    0.139175469513619227E+00    0.166235501174321882E+03   -0.754178563388667378E+01   -0.541833811545614985E+01    0.207779098996730409E+04
    0.138999594138972615E+00    0.135522339171523299E+03   -0.552657399769006741E+01   -0.229876493342814570E+01    0.207780420117108542E+04
    0.139071988265876662E+00    0.180344769406457488E+03   -0.724537296678410314E+01   -0.122762898411590982E+01    0.207783173392267099E+04
    0.138841225214626940E+00    0.206458282643999155E+03   -0.484219033323889203E+01   -0.706752063302803801E+01    0.207784640187337618E+04
