0.60249549 0.00220776 1.35665347e-03 2.26091149e-04 
0.60691100 0.00225141 1.31461851e-03 2.16305251e-04 
0.61141382 0.00229722 1.00393947e-03 2.12963361e-04 
0.61600825 0.00234888 1.26081322e-03 2.16312681e-04 
0.62070602 0.00240384 1.15895323e-03 2.20292069e-04 
0.62551370 0.00245468 1.25726691e-03 2.14631566e-04 
0.63042306 0.00250763 9.93450599e-04 2.00900608e-04 
0.63543833 0.00256273 1.43332786e-03 1.90206806e-04 
0.64056378 0.00261995 1.30808415e-03 1.81843092e-04 
0.64580367 0.00267924 1.22839004e-03 1.72144038e-04 
0.65116215 0.00274061 1.08106294e-03 1.61255962e-04 
0.65664336 0.00280406 1.18910450e-03 1.49239357e-04 
0.66225147 0.00286952 1.22610890e-03 1.41605274e-04 
0.66799052 0.00293700 1.16479051e-03 1.40578505e-04 
0.67386451 0.00300648 1.14109448e-03 1.41430315e-04 
0.67987748 0.00307790 1.27194797e-03 1.39362799e-04 
0.68603329 0.00315127 1.19333037e-03 1.33791886e-04 
0.69233583 0.00323474 1.05892450e-03 1.23251602e-04 
0.69880532 0.00331490 1.25949653e-03 1.11539760e-04 
0.70543512 0.00339516 1.33734381e-03 1.04808476e-04 
0.71222545 0.00347719 1.09432749e-03 1.02430910e-04 
0.71917983 0.00356872 1.18851051e-03 9.73864359e-05 
0.72631727 0.00366349 1.33073032e-03 8.90671292e-05 
0.73364424 0.00375172 1.06363134e-03 8.20765659e-05 
0.74114769 0.00385384 1.07028261e-03 7.73566811e-05 
0.74885537 0.00395425 1.21060448e-03 7.43021347e-05 
0.75676388 0.00405574 1.18965245e-03 7.29385002e-05 
0.76487535 0.00416762 1.23396271e-03 7.29182132e-05 
0.77321060 0.00427571 1.23327606e-03 7.24585093e-05 
0.78176202 0.00439085 9.82786645e-04 7.05281699e-05 
0.79054373 0.00451229 1.12660545e-03 6.80604111e-05 
0.79956830 0.00462938 1.26557905e-03 6.57705027e-05 
0.80882707 0.00475737 1.21477920e-03 6.40744994e-05 
0.81834181 0.00488978 1.20618065e-03 6.29871588e-05 
0.82812137 0.00502093 1.28573545e-03 6.24135404e-05 
0.83816323 0.00515688 1.15617973e-03 6.24023368e-05 
0.84847698 0.00529732 1.24206839e-03 6.21712359e-05 
0.85907162 0.00544173 1.10638292e-03 6.09450154e-05 
0.86995507 0.00558975 1.20704059e-03 5.92871053e-05 
0.88113457 0.00574092 1.21924927e-03 5.78475516e-05 
0.89261641 0.00589481 1.07932792e-03 5.65268193e-05 
0.90440602 0.00605090 1.19535886e-03 5.51808094e-05 
0.91650782 0.00620886 1.30868705e-03 5.38054148e-05 
0.92892554 0.00637727 1.14951359e-03 5.26414398e-05 
0.94168008 0.00653892 1.27517509e-03 5.14885515e-05 
0.95475792 0.00670384 1.21705415e-03 5.03155164e-05 
0.96816560 0.00687511 1.20505360e-03 4.91544834e-05 
0.98191582 0.00704119 1.14757035e-03 4.78758892e-05 
0.99599819 0.00721201 1.11653116e-03 4.66374574e-05 
1.01042222 0.00738248 1.24965292e-03 4.54432202e-05 
1.02518718 0.00754954 1.13437611e-03 4.42756618e-05 
1.04028627 0.00771678 1.16393987e-03 4.31401611e-05 
1.05571983 0.00788500 1.23407075e-03 4.20077258e-05 
1.07148984 0.00804894 1.17948366e-03 4.09016450e-05 
1.08758772 0.00820941 1.15600843e-03 3.98582789e-05 
1.10400653 0.00836650 1.26857758e-03 3.89475766e-05 
1.12073952 0.00851931 1.15520756e-03 3.81688294e-05 
1.13777815 0.00866884 1.17575128e-03 3.74699771e-05 
1.15511582 0.00881225 1.19930603e-03 3.68473485e-05 
1.17274032 0.00894887 1.17109887e-03 3.63649949e-05 
1.19063806 0.00907888 1.20195051e-03 3.59288596e-05 
1.20879581 0.00920401 1.14824831e-03 3.54213239e-05 
1.22720383 0.00932104 1.19100192e-03 3.50168835e-05 
1.24584591 0.00942935 1.13966757e-03 3.47570133e-05 
1.26470461 0.00953285 1.14492371e-03 3.46479021e-05 
1.28377032 0.00962502 1.14809357e-03 3.46450242e-05 
1.30302036 0.00971258 1.15335237e-03 3.46946922e-05 
1.32244553 0.00978910 1.18440952e-03 3.48082026e-05 
1.34202372 0.00985975 1.17385142e-03 3.49564805e-05 
1.36174323 0.00992112 1.19851483e-03 3.51205569e-05 
1.38158547 0.00997498 1.19977353e-03 3.53486938e-05 
1.40153543 0.01002180 1.25699942e-03 3.56174785e-05 
1.42157904 0.01006041 1.22529094e-03 3.58215907e-05 
1.44169986 0.01009212 1.18108190e-03 3.59855666e-05 
1.46188411 0.01011719 1.18254212e-03 3.61767744e-05 
1.48211848 0.01013524 1.25779475e-03 3.63533908e-05 
1.50238897 0.01014723 1.19074133e-03 3.64514386e-05 
1.52268342 0.01015332 1.17237700e-03 3.64841101e-05 
1.54299006 0.01015374 1.22012851e-03 3.65321904e-05 
1.56329753 0.01014916 1.13746108e-03 3.66031878e-05 
1.58359584 0.01013948 1.17370823e-03 3.66835568e-05 
1.60387480 0.01012540 1.26727041e-03 3.68097551e-05 
1.62412561 0.01010726 1.20770661e-03 3.69586333e-05 
1.64434013 0.01008478 1.14441726e-03 3.70880526e-05 
1.66450969 0.01005918 1.16945930e-03 3.74180551e-05 
1.68462805 0.01003051 1.14552653e-03 3.78359294e-05 
1.70468907 0.00999820 1.13422021e-03 3.83503181e-05 
1.72468546 0.00996387 1.22086905e-03 3.89284172e-05 
1.74461319 0.00992698 1.17246608e-03 3.95635261e-05 
1.76446716 0.00988738 1.14215683e-03 4.02899003e-05 
1.78424191 0.00984688 1.17922656e-03 4.10524867e-05 
1.80393566 0.00980339 1.16611370e-03 4.17609886e-05 
1.82354244 0.00975955 1.11702520e-03 4.24037514e-05 
1.84306154 0.00971355 1.19560660e-03 4.30601974e-05 
1.86248864 0.00966680 1.14820649e-03 4.36529735e-05 
1.88182225 0.00961891 1.20151507e-03 4.41086807e-05 
1.90106006 0.00957027 1.15906692e-03 4.44638578e-05 
1.92020060 0.00952052 1.15453513e-03 4.50169554e-05 
1.93924164 0.00947083 1.22293922e-03 4.57762379e-05 
1.95818331 0.00941969 1.23134372e-03 4.63479746e-05 
1.97702270 0.00936940 1.10320877e-03 4.68337799e-05 
1.99576150 0.00931715 1.10065721e-03 4.69448660e-05 
