    0.159639056938886637E+00    0.979285192489624023E+03   -0.305229105949401891E+01   -0.881533614993095327E+01   -0.565399737954139781E+01   -0.164529141068024212E+06   -0.599146350544150419E+01    1
    0.159390577650070198E+00    0.939929246902465820E+03   -0.199888340234756612E+01   -0.108319161057472222E+02   -0.956114453673362696E+01   -0.152937568397137569E+06   -0.599396350544151169E+01    1
    0.158047478133440000E+00    0.985872161388397217E+03   -0.733812364339828527E+01   -0.810495926141738821E+01   -0.469991465806961095E+01   -0.143550832172404567E+06   -0.599646350544151474E+01    1
    0.159526895648241018E+00    0.856064081192016602E+03   -0.826808976531028783E+01   -0.249547321200370931E+01   -0.532270551323890739E+01   -0.140537400825109682E+06   -0.599896350544151957E+01    1
    0.156480075919628148E+00    0.958512985706329346E+03   -0.765476995110511815E+01   -0.711777931451798906E+00   -0.111235085427761078E+02   -0.139044329637689283E+06   -0.600146350544151552E+01    1
    0.158922428661584847E+00    0.890889185667037964E+03   -0.962703734636306763E+01   -0.760830599069595337E+01   -0.106072360396385186E+02   -0.138061996625719767E+06   -0.600396350544151858E+01    1
    0.158397085517644864E+00    0.913558733463287354E+03   -0.109196513772010810E+02   -0.108473831713199615E+02   -0.358074181079864573E+01   -0.135235221660791460E+06   -0.600646350544151630E+01    1
    0.159375249487161641E+00    0.788467800617218018E+03   -0.870934098958969116E+00   -0.515648370981217852E+00   -0.117414624094963074E+02   -0.133831723599963268E+06   -0.600896350544152469E+01    1
    0.157415876793861376E+00    0.883824944496154785E+03   -0.137177719473838877E+01   -0.116316323876380956E+01   -0.953953639268875087E+01   -0.119980170442710194E+06   -0.601146350544151886E+01    1
    0.156342805969715115E+00    0.953865522146224976E+03   -0.820395922064781224E+01   -0.284117910861969136E+01   -0.766356174945831281E+01   -0.116656115810643823E+06   -0.601396350544150859E+01    1
    0.156562808728218067E+00    0.887387079000473022E+03   -0.960910854935645986E+01   -0.218634669184684860E+01   -0.119036765635013584E+02   -0.110048532083373721E+06   -0.601646350544151520E+01    1
    0.155140876173973069E+00    0.993836283683776855E+03   -0.103643614768981926E+02   -0.501717465519905126E+01   -0.359046878814697301E+01   -0.108840210191584003E+06   -0.601896350544151559E+01    1
    0.159711795496940590E+00    0.571189182996749878E+03   -0.250534733533859288E+01   -0.964554984569549489E+01   -0.560129470825195330E+01   -0.103909870856052497E+06   -0.602146350544152753E+01    1
    0.159558267802000053E+00    0.582745105028152466E+03   -0.210346654057502747E+01   -0.410381999015808141E+01   -0.531312498450279236E+01   -0.103459328792253495E+06   -0.602396350544153325E+01    1
    0.159662207013368584E+00    0.548330485820770264E+03   -0.110144524455070503E+02   -0.189361753463745153E+01   -0.598527808785438609E+01   -0.101067203330965072E+06   -0.602646350544152298E+01    1
    0.159092117166519165E+00    0.878629398345947266E+03   -0.976128469705581736E+01   -0.129275003671646260E+01   -0.451492023468018644E+00   -0.986641380146784941E+05   -0.602896350544150561E+01    1
    0.159422747653722746E+00    0.543281227350234985E+03   -0.666572506427764910E+01   -0.527134877443313599E+01   -0.255973556041717565E+01   -0.981128534359320620E+05   -0.603146350544150955E+01    1
    0.158495924454927439E+00    0.625245994329452515E+03   -0.308241414427757299E+01   -0.855916335582733190E+01   -0.539656512737274241E+01   -0.975109712460136943E+05   -0.603396350544152682E+01    1
    0.155482179456949227E+00    0.880203425884246826E+03   -0.304256617426872289E+01   -0.116196185588836673E+02   -0.890746418237686122E+01   -0.973030530727721925E+05   -0.603646350544153165E+01    1
    0.157011866486072516E+00    0.736005240678787231E+03   -0.111528408050537102E+02   -0.815990538597106863E+01   -0.369008941054344142E+01   -0.949658385400045954E+05   -0.603896350544152227E+01    1
    0.158757504886388762E+00    0.565542650222778320E+03   -0.148874639868736303E+01   -0.903160030245780909E+01   -0.111163911402225501E+02   -0.931183378790856805E+05   -0.604146350544151556E+01    1
    0.154351939332485200E+00    0.936562699079513550E+03   -0.532187633514404368E+01   -0.836771666407585180E+01   -0.825062402486801183E+01   -0.927814828170391120E+05   -0.604396350544152039E+01    1
    0.157726685309410086E+00    0.645950716733932495E+03   -0.351139351129531896E+01   -0.838134266138076711E+01   -0.920796557664871251E+01   -0.919906647395241307E+05   -0.604646350544152966E+01    1
    0.155439871042966832E+00    0.834015089273452759E+03   -0.665000973343849200E+01   -0.829600077867507935E+01   -0.746790221929550224E+01   -0.904410104376000818E+05   -0.604896350544152206E+01    1
    0.156622137939929962E+00    0.714641928672790527E+03   -0.407237398624420255E+01   -0.900031957626342738E+01   -0.383112012147903513E+01   -0.884253887595851120E+05   -0.605146350544152156E+01    1
    0.157288536471128448E+00    0.647913771867752075E+03   -0.428697629570961070E+01   -0.340052981972694468E+01   -0.690614417195320129E+01   -0.877978820622584753E+05   -0.605396350544152995E+01    1
    0.153924045723676683E+00    0.931477284431457520E+03   -0.897864308953285217E+01   -0.114618076264858253E+02   -0.114496865630149838E+02   -0.875338656543927355E+05   -0.605646350544151790E+01    1
    0.157317365944385529E+00    0.631710010766983032E+03   -0.878429043889045680E+01   -0.205721737146377670E+01   -0.922090466022491384E+01   -0.863874654214308539E+05   -0.605896350544151829E+01    1
    0.158151017177104947E+00    0.511545276641845703E+03   -0.823012470602989232E+01   -0.102673581004142758E+02   -0.743194071650505084E+01   -0.827677947644912056E+05   -0.606146350544153112E+01    1
    0.154750126081705075E+00    0.787301522493362427E+03   -0.836578005552291870E+01   -0.285459868311882126E+01   -0.321498988866806101E+01   -0.791280787792750343E+05   -0.606396350544153950E+01    1
    0.157522965151071531E+00    0.527177244424819946E+03   -0.480653552412986773E+01   -0.330145733356475901E+01   -0.100535222053527828E+02   -0.787397179371552193E+05   -0.606646350544153368E+01    1
    0.158539587473869314E+00    0.453993546962738037E+03   -0.881703565120696986E+01   -0.589509224295616185E+01   -0.100046650171280049E+01   -0.783172641538323514E+05   -0.606896350544153407E+01    1
    0.158397366380691518E+00    0.421056985855102539E+03   -0.112695136249065406E+02   -0.589298268556594884E+01   -0.117141134798526760E+02   -0.781209798348979530E+05   -0.607146350544153712E+01    1
    0.152639641612768162E+00    0.991186261177062988E+03   -0.126184728741645813E+01   -0.107106224834918979E+02   -0.441774444580078196E+01   -0.780035788296565879E+05   -0.607396350544151886E+01    1
    0.159366435855627042E+00    0.267496550083160400E+03   -0.112493462562561035E+02   -0.119478294253349304E+02   -0.117575215458869931E+02   -0.771841176725617843E+05   -0.607646350544150149E+01    1
    0.158352500373125066E+00    0.388053959608078003E+03   -0.695663686394691538E+01   -0.661464936733245867E+01   -0.416693864464759844E+01   -0.757873591293702630E+05   -0.607896350544150277E+01    1
    0.159731180018186564E+00    0.151104503870010376E+03   -0.170500776171684265E+01   -0.564345238208770805E+01   -0.350303408503532410E+01   -0.751449302569861466E+05   -0.608146350544151737E+01    1
    0.155471765154600150E+00    0.667955935001373291E+03   -0.485482590794563329E+01   -0.850395362377166819E+01   -0.276839135885238719E+01   -0.735909265403380996E+05   -0.608396350544153197E+01    1
    0.153264994370937324E+00    0.853262782096862793E+03   -0.923777554035186732E+01   -0.193495718836784469E+01   -0.105187287747859948E+02   -0.728896351727898291E+05   -0.608646350544153236E+01    1
    0.155833476990461350E+00    0.627004021406173706E+03   -0.110308986246585849E+02   -0.669523445963859576E+01   -0.440774967670440709E+01   -0.727248304819413170E+05   -0.608896350544152032E+01    1
    0.158665195393562303E+00    0.283163225650787354E+03   -0.645489136576652545E+01   -0.421145204901695269E+01   -0.413131118416786247E+01   -0.722619747921747621E+05   -0.609146350544151804E+01    1
    0.153137522315978991E+00    0.871699374914169312E+03   -0.147631849050521957E+01   -0.109651989877223972E+02   -0.349915110468864476E+01   -0.718899650814944762E+05   -0.609396350544151844E+01    1
    0.155394353830814347E+00    0.645032113790512085E+03   -0.109214966297149658E+02   -0.736783109307289141E+01   -0.945470847487449717E+01   -0.705818868220833538E+05   -0.609646350544151083E+01    1
    0.158851559209823606E+00    0.210004794597625732E+03   -0.886665592789649892E+01   -0.234756150841712952E+01   -0.119289068698883050E+02   -0.701685066607418994E+05   -0.609896350544150234E+01    1
    0.157366514492034898E+00    0.411264079809188843E+03   -0.836215510368347203E+01   -0.106924258947372444E+02   -0.214727141261100840E+01   -0.692953597183021775E+05   -0.610146350544149918E+01    1
    0.156583567738533019E+00    0.505342292785644531E+03   -0.100568800628185269E+02   -0.217843288779258870E+01   -0.949982441067695582E+01   -0.691852041280142148E+05   -0.610396350544150579E+01    1
    0.158146742093563081E+00    0.379292309284210205E+03   -0.408075588941574807E+00   -0.864280992150306737E+01   -0.641377068758010882E+01   -0.680897318951333873E+05   -0.610646350544152394E+01    1
    0.154745329040288926E+00    0.659866338968276978E+03   -0.895050054788589478E+01   -0.499949063658714365E+01   -0.254466809034347641E+01   -0.666576815085698763E+05   -0.610896350544153233E+01    1
    0.156964813226461386E+00    0.422145318984985352E+03   -0.221763857603073156E+01   -0.108451048493385311E+02   -0.662372708916664177E+01   -0.666441274300653895E+05   -0.611146350544151318E+01    1
    0.158207527816295601E+00    0.239180254936218262E+03   -0.300186949968338013E+01   -0.814245707988738943E+01   -0.766646003723144531E+01   -0.665617415075689350E+05   -0.611396350544150202E+01    1
    0.158664337891340240E+00    0.110407614707946777E+03   -0.300981189608573985E+01   -0.215883318185806417E+01   -0.105036885023117073E+02   -0.650878825949883467E+05   -0.611646350544151840E+01    1
    0.158288428801298120E+00    0.187202852964401245E+03   -0.421026372313499486E+01   -0.101413613855838776E+02   -0.903057795166969335E+01   -0.649203564512306330E+05   -0.611896350544151613E+01    1
    0.152974363255500789E+00    0.800083428621292114E+03   -0.462193007469177264E+01   -0.260274542570114242E+01   -0.100832038521766663E+02   -0.648215870674766775E+05   -0.612146350544151030E+01    1
    0.158312518399953833E+00    0.161996847391128540E+03   -0.212433755993843221E+01   -0.164714452028274572E+01   -0.544360163211822545E+01   -0.643054477326935448E+05   -0.612396350544150803E+01    1
    0.156421079766750321E+00    0.439738678932189941E+03   -0.259553945660591268E+01   -0.829426292181014979E+01   -0.278361434340477132E+01   -0.638652247153396456E+05   -0.612646350544151108E+01    1
    0.153701276588439933E+00    0.720311045646667480E+03   -0.113237958490848545E+02   -0.234172866940498459E+01   -0.964922152161598135E+01   -0.633315863248645619E+05   -0.612896350544151858E+01    1
    0.152155990475416170E+00    0.946319127082824707E+03   -0.164009755253791845E+01   -0.828374791145324707E+01   -0.118521142601967000E+01   -0.632378166454853781E+05   -0.613146350544150476E+01    1
    0.154952603483200058E+00    0.901367664337158203E+03   -0.353533855676650965E+01   -0.207835618257522725E+01   -0.467924255132675881E+00   -0.631954572126933635E+05   -0.613396350544150160E+01    1
    0.118196556156873689E+00    0.332669562101364136E+03   -0.995426840186119044E+01   -0.302851477861404561E+01   -0.788274317979812622E+00   -0.621481514647163567E+05   -0.613646350544149932E+01    1
    0.118546640759706487E+00    0.176628941297531128E+03   -0.846790773868560720E+01   -0.933136457204818726E+01   -0.934155530333518946E+01   -0.618566162070850551E+05   -0.613896350544150327E+01    1
    0.155227262687683110E+00    0.551664203405380249E+03   -0.551654629111289996E+01   -0.111356602907180786E+02   -0.747712360024452227E+01   -0.615673989538274618E+05   -0.614146350544151343E+01    1
    0.158046071332693105E+00    0.141953879594802856E+03   -0.397485943436622691E+01   -0.966345493197441030E+01   -0.100222791373729709E+02   -0.614012553306076879E+05   -0.614396350544152714E+01    1
