    0.159192969369888304E+00    0.958138281106948853E+03   -0.267431259155273438E+01   -0.332472568750381470E+01   -0.154133300409473537E+06   -0.599146350544150419E+01    1
    0.158655325418710691E+00    0.949723815917968750E+03   -0.676822948455810547E+01   -0.107732689380645752E+02   -0.144862766524201026E+06   -0.599396350544151169E+01    1
    0.158313114923238740E+00    0.910310524702072144E+03   -0.963835000991821289E+01   -0.948557740449905396E+01   -0.133645984680815163E+06   -0.599646350544151474E+01    1
    0.157645155489444716E+00    0.951520681381225586E+03   -0.560128986835479736E+01   -0.532962673902511597E+01   -0.132075119052559225E+06   -0.599896350544151957E+01    1
    0.159796591281890860E+00    0.782435941696166992E+03   -0.207718294858932495E+01   -0.102770669460296631E+02   -0.131927930755515146E+06   -0.600146350544151552E+01    1
    0.159816530072689034E+00    0.884446895122528076E+03   -0.102160579562187195E+02   -0.105916136503219604E+01   -0.131849620448643574E+06   -0.600396350544151858E+01    1
    0.159277320247888543E+00    0.796060007810592651E+03   -0.491605645418167114E+01   -0.487725305557250977E+01   -0.127655511444041127E+06   -0.600646350544151630E+01    1
    0.159072138607501967E+00    0.800473904609680176E+03   -0.282793819904327393E+01   -0.961995768547058105E+01   -0.125631921455660777E+06   -0.600896350544152469E+01    1
    0.159512454813718785E+00    0.750479137897491455E+03   -0.109552540779113770E+02   -0.111717067956924438E+02   -0.123443037900461830E+06   -0.601146350544151886E+01    1
    0.158524550116062146E+00    0.811716759204864502E+03   -0.848112845420837402E+01   -0.691888368129730225E+01   -0.120723431865143677E+06   -0.601396350544150859E+01    1
    0.157404739207029326E+00    0.894535648822784424E+03   -0.849909591674804688E+01   -0.108337815999984741E+02   -0.119869997241601697E+06   -0.601646350544151520E+01    1
    0.158673402559757232E+00    0.786168342828750610E+03   -0.670726376771926880E+01   -0.793490093946456909E+01   -0.119071832944412294E+06   -0.601896350544151559E+01    1
    0.156539002478122691E+00    0.947264873981475830E+03   -0.283527165651321411E+01   -0.378276878595352173E+01   -0.118464455169602996E+06   -0.602146350544152753E+01    1
    0.156698169803619392E+00    0.961866283416748047E+03   -0.629470646381378174E+01   -0.135744130611419678E+01   -0.113245230198240111E+06   -0.602396350544153325E+01    1
    0.156234338152408586E+00    0.934794265031814575E+03   -0.605690377950668335E+01   -0.967025464773178101E+01   -0.112372294976808189E+06   -0.602646350544152298E+01    1
    0.157541760605573650E+00    0.920604681968688965E+03   -0.578095203638076782E+01   -0.102049040794372559E+01   -0.108836314813871926E+06   -0.602896350544150561E+01    1
    0.158993109214305872E+00    0.653619849681854248E+03   -0.250354105234146118E+01   -0.854725873470306396E+01   -0.105105170698695438E+06   -0.603146350544150955E+01    1
    0.159318624514341339E+00    0.600322693586349487E+03   -0.110961436629295349E+02   -0.936473566293716431E+01   -0.102444234207317495E+06   -0.603396350544152682E+01    1
    0.157000883001089081E+00    0.796205919981002808E+03   -0.119331170320510864E+02   -0.118616930246353149E+02   -0.102012807455614820E+06   -0.603646350544153165E+01    1
    0.158315749567747105E+00    0.682090264558792114E+03   -0.526236152648925781E+01   -0.666004180908203125E+01   -0.101340870959050750E+06   -0.603896350544152227E+01    1
    0.159830799406766894E+00    0.528997391462326050E+03   -0.464752864837646484E+01   -0.291817808151245117E+01   -0.100910053857822757E+06   -0.604146350544151556E+01    1
    0.159244797301292401E+00    0.593044358491897583E+03   -0.737785714864730835E+01   -0.110073481798171997E+02   -0.100820417431526686E+06   -0.604396350544152039E+01    1
    0.155227615630626675E+00    0.919831937551498413E+03   -0.456840467453002930E+01   -0.353997266292572021E+01   -0.996196988269476569E+05   -0.604646350544152966E+01    1
    0.158904898333549482E+00    0.606047761440277100E+03   -0.676018399000167847E+01   -0.674300330877304077E+01   -0.990775488174058992E+05   -0.604896350544152206E+01    1
    0.156305416387319540E+00    0.830499678850173950E+03   -0.486395907402038574E+01   -0.721065366268157959E+01   -0.989639948662726674E+05   -0.605146350544152156E+01    1
    0.154625939875841140E+00    0.964755880832672119E+03   -0.338337171077728271E+01   -0.260478079319000244E+01   -0.988899478335554450E+05   -0.605396350544152995E+01    1
    0.159454487663507449E+00    0.512117230892181396E+03   -0.752551567554473877E+01   -0.897278088331222534E+01   -0.949845930120132107E+05   -0.605646350544151790E+01    1
    0.159259178483486169E+00    0.509475201368331909E+03   -0.220347052812576294E+01   -0.324800598621368408E+01   -0.934921139134322002E+05   -0.605896350544151829E+01    1
    0.156782833856344228E+00    0.732171022891998291E+03   -0.297994041442871094E+01   -0.113704831600189209E+02   -0.917711888956484327E+05   -0.606146350544153112E+01    1
    0.155653515857458097E+00    0.811758816242218018E+03   -0.607653462886810303E+01   -0.366093504428863525E+01   -0.901358439383407240E+05   -0.606396350544153950E+01    1
    0.157501077717542626E+00    0.653615933656692505E+03   -0.114673988819122314E+02   -0.833849221467971802E+01   -0.900176336519741453E+05   -0.606646350544153368E+01    1
    0.158069211465120318E+00    0.594795465469360352E+03   -0.370894771814346313E+01   -0.905210089683532715E+01   -0.893991142098946439E+05   -0.606896350544153407E+01    1
    0.155536368626356114E+00    0.830764788389205933E+03   -0.906578630208969116E+01   -0.144608664512634277E+01   -0.868661642038987775E+05   -0.607146350544153712E+01    1
    0.158165423214435580E+00    0.527335548400878906E+03   -0.717953383922576904E+01   -0.678697323799133301E+01   -0.844176665770246618E+05   -0.607396350544151886E+01    1
    0.159508363658189767E+00    0.337482464313507080E+03   -0.111712485551834106E+01   -0.107030946016311646E+02   -0.833911701095501776E+05   -0.607646350544150149E+01    1
    0.157284214162826536E+00    0.596821284294128418E+03   -0.887517017126083374E+01   -0.387666457891464233E+01   -0.827921965615705121E+05   -0.607896350544150277E+01    1
    0.154580079662799824E+00    0.835405224561691284E+03   -0.886686503887176514E+01   -0.117475323677062988E+02   -0.826955173648224154E+05   -0.608146350544151737E+01    1
    0.156999908679723743E+00    0.615033107995986938E+03   -0.844463819265365601E+01   -0.757415580749511719E+01   -0.818267110681272316E+05   -0.608396350544153197E+01    1
    0.157573475760221460E+00    0.543841379880905151E+03   -0.725403940677642822E+01   -0.399846094846725464E+01   -0.804701661657358636E+05   -0.608646350544153236E+01    1
    0.156503139001131053E+00    0.640790361166000366E+03   -0.513615524768829346E+01   -0.102651104927062988E+02   -0.795906085072816641E+05   -0.608896350544152032E+01    1
    0.157389759016036967E+00    0.545927494764328003E+03   -0.760528677701950073E+01   -0.365589767694473267E+01   -0.793530928423701844E+05   -0.609146350544151804E+01    1
    0.158640133959054935E+00    0.414127016067504883E+03   -0.119232042431831360E+02   -0.131633263826370239E+01   -0.786724621422571072E+05   -0.609396350544151844E+01    1
    0.153129180932044973E+00    0.916577237844467163E+03   -0.119377951025962830E+02   -0.657425838708877563E+01   -0.783602772390270256E+05   -0.609646350544151083E+01    1
    0.157986220163106927E+00    0.464965820312500000E+03   -0.424291914701461792E+01   -0.243339687585830688E+01   -0.780971559940051520E+05   -0.609896350544150234E+01    1
    0.156753492367267599E+00    0.651215463876724243E+03   -0.109777501225471497E+02   -0.115972185134887695E+01   -0.780361916556793149E+05   -0.610146350544149918E+01    1
    0.158875763142108911E+00    0.332499778270721436E+03   -0.367071801424026489E+01   -0.980452740192413330E+01   -0.765711811837051646E+05   -0.610396350544150579E+01    1
    0.157268746811151494E+00    0.485656005144119263E+03   -0.125630384683609009E+01   -0.213875317573547363E+01   -0.747461800799311313E+05   -0.610646350544152394E+01    1
    0.155846724778413770E+00    0.628017520904541016E+03   -0.766363185644149780E+01   -0.111656112074851990E+02   -0.727818551707070874E+05   -0.610896350544153233E+01    1
    0.156784394758939738E+00    0.529032528400421143E+03   -0.391525620222091675E+01   -0.339661979675292969E+01   -0.727120373163405020E+05   -0.611146350544151318E+01    1
    0.157141697293519955E+00    0.465087163448333740E+03   -0.962095689773559570E+01   -0.818716466426849365E+01   -0.707986966283394868E+05   -0.611396350544150202E+01    1
    0.151256154984235752E+00    0.996003240346908569E+03   -0.680802160501480103E+01   -0.107792314291000366E+02   -0.702746315366708150E+05   -0.611646350544151840E+01    1
    0.159054710185527803E+00    0.142783325910568237E+03   -0.119595069885253906E+02   -0.198556947708129883E+01   -0.694369515829485754E+05   -0.611896350544151613E+01    1
    0.156949788296222692E+00    0.448798376321792603E+03   -0.464647305011749268E+01   -0.610107040405273438E+01   -0.680684475018369412E+05   -0.612146350544151030E+01    1
    0.155678492784500105E+00    0.611165201663970947E+03   -0.792337197065353394E+01   -0.143292641639709473E+01   -0.680470906111520017E+05   -0.612396350544150803E+01    1
    0.153155079984664905E+00    0.815248799324035645E+03   -0.105121762156486511E+02   -0.876807743310928345E+01   -0.678167079999007838E+05   -0.612646350544151108E+01    1
    0.156854140758514393E+00    0.442624789476394653E+03   -0.444424664974212646E+01   -0.820844841003417969E+01   -0.667840386702734249E+05   -0.612896350544151858E+01    1
    0.153703988283872606E+00    0.748229408264160156E+03   -0.995913779735565186E+01   -0.270067960023880005E+01   -0.660709644183366618E+05   -0.613146350544150476E+01    1
    0.151175027817487706E+00    0.962935197353363037E+03   -0.282753431797027588E+01   -0.912732243537902832E+01   -0.658681113235862140E+05   -0.613396350544150160E+01    1
    0.157939164417982086E+00    0.224903392791748047E+03   -0.801170128583908081E+01   -0.777829146385192871E+01   -0.636461833908334665E+05   -0.613646350544149932E+01    1
    0.151716449749469739E+00    0.890673482418060303E+03   -0.518872928619384766E+01   -0.668039518594741821E+01   -0.630874647177029256E+05   -0.613896350544150327E+01    1
    0.155130454415082913E+00    0.574694293737411499E+03   -0.101141022443771362E+02   -0.534290695190429688E+01   -0.624230619035498239E+05   -0.614146350544151343E+01    1
    0.118657087045907966E+00    0.115105020999908447E+03   -0.142887580394744873E+01   -0.712824028730392456E+01   -0.620413184123366518E+05   -0.614396350544152714E+01    1
    0.152882227748632415E+00    0.767656272649765015E+03   -0.273444366455078125E+01   -0.474752134084701538E+01   -0.611250475040189340E+05   -0.614646350544152309E+01    1
    0.152499597829580308E+00    0.797187018394470215E+03   -0.748968499898910522E+01   -0.672534859180450439E+01   -0.606497857358924957E+05   -0.614896350544151282E+01    1
    0.156734642231464383E+00    0.337964403629302979E+03   -0.265720272064208984E+01   -0.398578852415084839E+01   -0.601876727987566264E+05   -0.615146350544152742E+01    1
    0.118955120021104810E+00    0.141197496652603149E+03   -0.756710427999496460E+01   -0.419425213336944580E+01   -0.600784034756261244E+05   -0.615396350544151360E+01    1
    0.151550148999690992E+00    0.866894143819808960E+03   -0.255414551496505737E+01   -0.853899884223937988E+01   -0.597382255204339017E+05   -0.615646350544150067E+01    1
    0.156639695608615875E+00    0.332541084289550781E+03   -0.114710705280303955E+02   -0.328502994775772095E+01   -0.592157767628046713E+05   -0.615896350544150195E+01    1
    0.154205028074979766E+00    0.618196183443069458E+03   -0.742152875661849976E+01   -0.827216392755508423E+01   -0.587617953790976462E+05   -0.616146350544151922E+01    1
    0.118662150037288652E+00    0.332852971553802490E+03   -0.763561719655990601E+01   -0.329277253150939941E+01   -0.584034400028660311E+05   -0.616396350544152849E+01    1
    0.151857313752174372E+00    0.821843814849853516E+03   -0.109812631011009216E+02   -0.635683202743530273E+01   -0.577041225256018079E+05   -0.616646350544150668E+01    1
    0.154906502175331112E+00    0.521798717975616455E+03   -0.730337125062942505E+01   -0.554471898078918457E+01   -0.570850604999254574E+05   -0.616896350544149996E+01    1
    0.152886371099948876E+00    0.711868363618850708E+03   -0.355771064758300781E+01   -0.772925859689712524E+01   -0.561077367435144115E+05   -0.617146350544152167E+01    1
    0.154802587819099419E+00    0.496580588817596436E+03   -0.118390554189682007E+01   -0.681452894210815430E+01   -0.559236805977232725E+05   -0.617396350544153449E+01    1
    0.157155824953317647E+00    0.146070909500122070E+03   -0.104886370897293091E+01   -0.209093260765075684E+01   -0.557917787308483821E+05   -0.617646350544151179E+01    1
    0.155055672764778135E+00    0.476461392641067505E+03   -0.770501655340194702E+01   -0.547451841831207275E+01   -0.554580052160486230E+05   -0.617896350544150152E+01    1
    0.118867873519659037E+00    0.430852252244949341E+03   -0.837691730260848999E+01   -0.106192040443420410E+02   -0.552519955701401923E+05   -0.618146350544150103E+01    1
    0.119812671953439698E+00    0.162138360738754272E+03   -0.856730461120605469E+01   -0.740076035261154175E+01   -0.552243720797444548E+05   -0.618396350544151829E+01    1
    0.156764006090164165E+00    0.213384324312210083E+03   -0.658551067113876343E+01   -0.104117127656936646E+02   -0.546591279370133998E+05   -0.618646350544152934E+01    1
    0.119224462711811058E+00    0.394485253095626831E+03   -0.114901742339134216E+02   -0.415268450975418091E+01   -0.541403396812077408E+05   -0.618896350544151730E+01    1
    0.152625250488519659E+00    0.694964814186096191E+03   -0.147093516588211060E+01   -0.660194325447082520E+01   -0.536967292492670676E+05   -0.619146350544153012E+01    1
    0.154664681577682483E+00    0.491025197505950928E+03   -0.480602508783340454E+01   -0.489321684837341309E+01   -0.534496508922470239E+05   -0.619396350544153673E+01    1
    0.118522441798448550E+00    0.565652298927307129E+03   -0.109436208605766296E+02   -0.298069834709167480E+01   -0.534363604878772312E+05   -0.619646350544151137E+01    1
    0.153530131572484962E+00    0.610061955451965332E+03   -0.410916173458099365E+01   -0.323891669511795044E+01   -0.533692361545502936E+05   -0.619896350544150465E+01    1
    0.154836522537469851E+00    0.467381632328033447E+03   -0.447220033407211304E+01   -0.538449227809906006E+01   -0.533517133079062914E+05   -0.620146350544151748E+01    1
    0.119408651703596103E+00    0.393086963891983032E+03   -0.833488088846206665E+01   -0.437207388877868652E+01   -0.531879093205965037E+05   -0.620396350544150987E+01    1
    0.154121706199645991E+00    0.545107597112655640E+03   -0.114456850290298462E+02   -0.619968163967132568E+01   -0.531125830728796864E+05   -0.620646350544149783E+01    1
    0.118503996801376341E+00    0.585971534252166748E+03   -0.100400562882423401E+02   -0.746188998222351074E+01   -0.530872748943700572E+05   -0.620896350544150710E+01    1
    0.119822263550758354E+00    0.325694370269775391E+03   -0.958916634321212769E+01   -0.110361902713775635E+02   -0.523746624251692992E+05   -0.621146350544150838E+01    1
    0.118338901525735840E+00    0.662866121530532837E+03   -0.723490685224533081E+01   -0.690405613183975220E+01   -0.517069902222148812E+05   -0.621396350544150700E+01    1
    0.119303231126070011E+00    0.496170049905776978E+03   -0.101423372030258179E+02   -0.620733898878097534E+01   -0.512927482501434861E+05   -0.621646350544150472E+01    1
    0.154617879354953747E+00    0.435413992404937744E+03   -0.150685828924179077E+01   -0.909847444295883179E+01   -0.504691492902780301E+05   -0.621896350544153709E+01    1
    0.119302639573812472E+00    0.584741741418838501E+03   -0.505712109804153442E+01   -0.111589819192886353E+02   -0.489832593091642484E+05   -0.622146350544152416E+01    1
    0.155641483485698701E+00    0.259103596210479736E+03   -0.479423123598098755E+01   -0.713351434469223022E+01   -0.488610806196749181E+05   -0.622396350544153076E+01    1
    0.154601974552869781E+00    0.410529637336730957E+03   -0.866260677576065063E+01   -0.890097856521606445E+01   -0.485588065318109439E+05   -0.622646350544153204E+01    1
    0.121023552083969102E+00    0.213274139165878296E+03   -0.626868760585784912E+01   -0.185121017694473267E+01   -0.480763451939131337E+05   -0.622896350544151112E+01    1
    0.152841773527860630E+00    0.596568298339843750E+03   -0.104923847317695618E+02   -0.321486020088195801E+01   -0.477419275143122359E+05   -0.623146350544149907E+01    1
    0.152418572568893435E+00    0.641871988773345947E+03   -0.443728560209274292E+01   -0.951165986061096191E+01   -0.475614078157942713E+05   -0.623396350544151101E+01    1
