    0.138819661889154317E+00    0.337134154174568721E+03   -0.711125597970486467E+01   -0.212473287759317842E+01   -0.853636490636760570E+01    0.208997804598933772E+04
    0.138763707800708264E+00    0.355752793389606154E+03   -0.260119359629832836E+01   -0.223847289247064829E+01   -0.559451903993737965E+01    0.209250370615096017E+04
    0.139004187578240263E+00    0.326625095680142636E+03   -0.475354951515060620E+01   -0.316992748538950408E+01   -0.109160344751923066E+02    0.209285569552943480E+04
    0.139384288088718111E+00    0.257444114923370989E+03   -0.807510948964354824E+00   -0.645477662051618495E+00   -0.916719528379882576E+01    0.209233213381668975E+04
    0.139408035788848667E+00    0.249469843900071965E+03   -0.119436337629877087E+01   -0.350577918807106492E+01   -0.706971384500258271E+01    0.209250149488181796E+04
    0.139171023063770688E+00    0.304489516887088598E+03   -0.128095182626415927E+01   -0.305295337738052908E+01   -0.105391590872097343E+02    0.209468184639536048E+04
    0.139171023063770688E+00    0.304489516887088598E+03   -0.128095182626415927E+01   -0.305295337738052908E+01   -0.105391590872097343E+02    0.209468184639536048E+04
    0.139171023063770688E+00    0.304489516887088598E+03   -0.128095182626415927E+01   -0.305295337738052908E+01   -0.105391590872097343E+02    0.209468184639536048E+04
    0.139171023063770688E+00    0.304489516887088598E+03   -0.128095182626415927E+01   -0.305295337738052908E+01   -0.105391590872097343E+02    0.209468184639536048E+04
    0.139171023063770688E+00    0.304489516887088598E+03   -0.128095182626415927E+01   -0.305295337738052908E+01   -0.105391590872097343E+02    0.209468184639536048E+04
    0.139171023063770688E+00    0.304489516887088598E+03   -0.128095182626415927E+01   -0.305295337738052908E+01   -0.105391590872097343E+02    0.209468184639536048E+04
    0.139138241393963052E+00    0.293498092454707489E+03   -0.932902889179519690E+00   -0.913766239104766775E+01   -0.731721033709565294E+01    0.209165983187780466E+04
    0.139096165696218632E+00    0.296748969035812365E+03   -0.242517990549043105E+01   -0.107373292536175455E+02   -0.851198481029963361E+01    0.209447152058924394E+04
    0.139096165696218632E+00    0.296748969035812365E+03   -0.242517990549043105E+01   -0.107373292536175455E+02   -0.851198481029963361E+01    0.209447152058924394E+04
    0.139096165696218632E+00    0.296748969035812365E+03   -0.242517990549043105E+01   -0.107373292536175455E+02   -0.851198481029963361E+01    0.209447152058924394E+04
    0.139096165696218632E+00    0.296748969035812365E+03   -0.242517990549043105E+01   -0.107373292536175455E+02   -0.851198481029963361E+01    0.209447152058924394E+04
    0.139006990267951519E+00    0.311145858679741650E+03   -0.332006189428141418E+01   -0.629358193888346751E+01   -0.771388264013647618E+01    0.209345188556806670E+04
    0.139271680550824117E+00    0.258764583147268354E+03   -0.189087472091093289E+01   -0.640308866404467913E+01   -0.112495463486027401E+02    0.209374372293351780E+04
    0.139271680550824117E+00    0.258764583147268354E+03   -0.189087472091093289E+01   -0.640308866404467913E+01   -0.112495463486027401E+02    0.209374372293351780E+04
    0.139042125009221779E+00    0.307645836081233938E+03   -0.403979531893030419E+01   -0.494732536808658274E+01   -0.682773372653225685E+01    0.209327409131482000E+04
    0.138937467625626615E+00    0.323089257140794473E+03   -0.186432731913750160E+01   -0.475809882572524590E+01   -0.558811633335036362E+01    0.209359245908567891E+04
    0.138898252033142378E+00    0.339306910117467169E+03   -0.136073788643649429E+01   -0.118025710945905757E+02   -0.489274034746716691E+01    0.209347897216240108E+04
    0.138898252033142378E+00    0.339306910117467169E+03   -0.136073788643649429E+01   -0.118025710945905757E+02   -0.489274034746716691E+01    0.209347897216240108E+04
    0.139236841346710494E+00    0.276999478364274410E+03   -0.128806259331913253E+01   -0.780757198121794360E+01   -0.575102138833055498E+01    0.209365001220253725E+04
    0.139236841346710494E+00    0.276999478364274410E+03   -0.128806259331913253E+01   -0.780757198121794360E+01   -0.575102138833055498E+01    0.209365001220253725E+04
    0.139071359683569234E+00    0.298051586569311837E+03   -0.253090658213095665E+01   -0.755484378318198679E+01   -0.506620363959173492E+01    0.209320664910787355E+04
    0.138756430596099350E+00    0.371621637668133815E+03   -0.593733731012663224E+01   -0.908015687160145823E+01   -0.650771790331943834E+01    0.209063234206604193E+04
    0.138732596406198394E+00    0.382392276039539695E+03   -0.435851740707415836E+01   -0.728898931929834060E+01   -0.109100090799181562E+02    0.209055365414399785E+04
    0.138757385127809163E+00    0.375056845148191542E+03   -0.162148251541914945E+01   -0.664722970363105503E+01   -0.787704224895495830E+01    0.209302550695202353E+04
    0.138871893678361641E+00    0.336088212280307232E+03   -0.118742923865978298E+02   -0.730907308762695251E+01   -0.809695357893385115E+01    0.209082747863818986E+04
    0.139146905918167779E+00    0.290757488633607750E+03   -0.102878828210622544E+02   -0.687877290845652478E+01   -0.115910851454976811E+02    0.209182386108729770E+04
